32,0.20751583
58,0.114843416
32,0.20751583
12,0.186682497
59,0.117473457
63,0.111285671
136,0.159721712
21,0.07953964
127,-0.092188894
12,0.186682497
12,0.186682497
13,0.27001583
390,-0.02998417
231,-0.067646508
856,-0.051245852
10,0.07001583
623,-0.026934411
81,0.084830645
446,0.036831973
136,0.159721712
663,0.031705121
22,0.088197648
33,-0.305741746
15,-0.063317503
10,0.07001583
15,-0.063317503
15,0.136682497
17,0.093545242
16,-0.16748417
14,0.055730116
768,-0.09326542
42,-0.182365122
11,-0.093620534
23,0.052624526
28,-0.051412741
14,-0.087127027
10,0.07001583
1185,-0.016904001
15,0.203349163
12,0.186682497
13,0.193092753
13,-0.114599555
17,0.152368771
16,0.14501583
35,0.184301544
626,0.020814552
89,-0.168186417
402,-0.028491633
396,-0.030489221
59,-0.102865526
11,0.088197648
72,0.172793608
30,0.07001583
3292,0.028217531
2004,-0.034375388
12,-0.063317503
126,-0.007761948
803,-0.036335353
45,0.025571386
48,-0.04248417
1276,-0.010548433
61,0.007720748
958,0.02784464
103,0.017588646
295,-0.031679085
51,0.132760928
37,-0.135389575
463,0.058352763
114,-0.045773644
414,0.079194574
36,-0.063317503
852,0.043490008
136,-0.038807699
90,-0.063317503
60,-0.146650837
62,-0.100951912
1842,-0.042687753
1057,-0.023267046
990,0.053854214
522,0.045877899
1045,0.054704825
154,-0.197516638
26,0.039246599
146,-0.003956773
466,0.053277633
397,-0.022175606
142,-0.11026586
145,0.007946864
47,0.078526468
10,-0.42998417
788,-0.007902952
689,0.024732811
189,0.010756571
195,-0.114599555
333,0.014760575
130,-0.12998417
258,-0.016805875
710,0.043255267
1087,-0.017012689
76,0.006857935
384,0.038244997
32,-0.10498417
2122,-0.031115178
507,0.007688414
81,0.035447929
289,-0.062164101
202,-0.116122784
133,0.089564702
36,0.131126941
140,0.012872973
243,-0.018050014
62,-0.068693847
158,0.042167729
18,0.158904719
1778,-0.002762573
761,-0.062441463
1072,0.026545681
720,-0.006373059
101,-0.086419814
249,-0.067333568
14,-0.015698456
428,-0.047741179
1074,-0.046557727
1595,-0.059137775
1265,-0.0517233
39,0.193092753
24,0.103349163
1415,-0.047298658
133,0.04445192
129,-0.078821379
468,-0.071864512
48,-0.021650837
43,-0.078821379
39,-0.088958529
341,0.000221109
143,-0.044669485
109,-0.005213528
244,0.02001583
22,-0.048165988
2035,-0.032686873
756,-0.026280466
42,0.055730116
85,-0.177042994
29,-0.005846239
877,-0.031010396
219,-0.122678234
57,0.006857935
182,-0.048665489
216,0.107978793
40,-0.10498417
41,-0.071447585
357,-0.012897335
140,-0.172841313
98,-0.22998417
448,0.044569401
109,0.059006656
411,-0.019521883
228,0.041945655
188,-0.043813957
216,-0.017021207
718,-0.001571914
1365,0.004814365
271,-0.124818118
60,-0.013317503
688,-0.020681844
1418,0.040114561
12,-0.146650837
174,0.02863652
541,0.003842078
198,0.123551184
308,0.120665181
67,-0.073267752
11,-0.548165988
383,0.003697292
206,-0.026100675
1290,-0.202852387
272,-0.145425346
1168,-0.000532115
1997,-0.012407805
15,0.203349163
14,0.198587259
87,-0.086306009
192,-0.141442503
242,-0.130810616
594,0.037692598
66,0.088197648
338,-0.076138016
23,-0.034331996
182,-0.065149005
300,-0.006650837
32,0.02001583
20,0.12001583
656,0.08251583
1260,-0.014111154
1093,0.085203387
640,0.02001583
392,0.055730116
58,0.01139514
107,0.045716765
142,-0.124350367
1041,-0.063317503
445,-0.031107766
468,-0.037676478
107,-0.038395385
134,-0.006103573
24,0.228349163
29,-0.109294515
1406,-0.096982748
110,0.033652194
185,-0.065119305
542,-0.106367934
21,0.127158687
73,-0.099847184
559,-0.030520843
43,-0.311379519
126,-0.134746075
120,0.053349163
338,0.054039499
1275,-0.015474366
12,0.103349163
38,-0.045773644
13,0.039246599
335,-0.118043871
12,0.103349163
150,0.036682497
25,0.07001583
321,0.03637097
63,0.111285671
15,0.203349163
472,0.043320915
1046,-0.073196407
48,0.186682497
60,-0.02998417
278,-0.078905033
41,0.099284123
30,0.003349163
