325,-0.249857627
249,-0.239897788
220,-0.234403082
215,-0.21822972
1240,-0.202438272
235,-0.185176776
250,-0.145857627
219,-0.145382741
216,-0.132635405
235,-0.129857627
281,-0.128434139
361,-0.125979511
357,-0.12481561
279,-0.120538631
333,-0.114242011
541,-0.106937109
1406,-0.096856205
872,-0.095683315
441,-0.094936992
239,-0.093874363
768,-0.093138877
711,-0.092726825
753,-0.091079407
223,-0.084117717
319,-0.084089602
617,-0.08155941
819,-0.079063976
531,-0.078256874
310,-0.078244724
405,-0.075536639
261,-0.074685213
1086,-0.074240684
244,-0.074119922
1040,-0.072165319
755,-0.071579481
404,-0.071441785
264,-0.070766718
424,-0.069480269
345,-0.068988062
293,-0.067741586
257,-0.064487977
414,-0.06319096
276,-0.06319096
255,-0.06319096
249,-0.06319096
1018,-0.062863521
532,-0.062564394
391,-0.062338445
328,-0.0621747
380,-0.061436574
1041,-0.061269731
391,-0.059780901
373,-0.05961634
346,-0.059337396
565,-0.059061167
572,-0.058528956
488,-0.057726479
1519,-0.057046567
1471,-0.054806641
285,-0.052664645
1299,-0.052413439
1265,-0.051596757
240,-0.05069096
226,-0.048441698
1556,-0.04798102
233,-0.047454194
901,-0.04728271
458,-0.046451513
1074,-0.046431184
828,-0.046282748
215,-0.046136697
231,-0.045874943
301,-0.045472245
1757,-0.045167815
270,-0.044672442
773,-0.044217265
1275,-0.043583117
1661,-0.043524093
368,-0.042357627
509,-0.042234837
967,-0.042163728
1995,-0.042138329
635,-0.041668651
219,-0.04035991
580,-0.040202455
332,-0.040098591
416,-0.039953781
1727,-0.039064344
800,-0.038607627
499,-0.038474861
778,-0.038340917
464,-0.038047282
951,-0.037954367
1107,-0.037897374
276,-0.037828641
276,-0.037828641
515,-0.036653744
600,-0.036524294
547,-0.035159272
341,-0.034842964
2467,-0.033465248
813,-0.032440653
215,-0.032183208
395,-0.03112345
2122,-0.030988635
536,-0.030230761
323,-0.030167225
290,-0.029857627
307,-0.029531894
227,-0.029417098
411,-0.0291277
398,-0.028852602
689,-0.028841662
231,-0.028558926
5664,-0.028409887
1012,-0.028276599
389,-0.028058141
2626,-0.027648945
457,-0.027450625
437,-0.027340465
622,-0.02728528
427,-0.027281515
656,-0.027113725
583,-0.026598622
756,-0.026153923
385,-0.025961523
331,-0.025930135
284,-0.025632275
1947,-0.02518377
428,-0.02425015
513,-0.024204606
367,-0.024135556
408,-0.023975274
480,-0.023607627
1103,-0.023601961
327,-0.023435609
242,-0.023246057
542,-0.023215561
406,-0.022961075
935,-0.022905755
390,-0.022165319
712,-0.021992458
346,-0.021765141
230,-0.021161975
454,-0.020606526
688,-0.020555301
375,-0.020524294
624,-0.01992173
700,-0.019857627
359,-0.01955122
974,-0.019385348
615,-0.019288521
5483,-0.018750569
239,-0.018560556
738,-0.018475513
1179,-0.01823761
229,-0.018067234
288,-0.018052071
1354,-0.017893078
1214,-0.017337034
463,-0.017114646
1087,-0.016886146
237,-0.016777458
359,-0.016765705
2803,-0.01669316
687,-0.01661163
314,-0.016481831
381,-0.015946866
626,-0.015800119
259,-0.015571913
259,-0.015571913
231,-0.015571913
6099,-0.015314259
249,-0.014998189
530,-0.014763287
660,-0.014706112
295,-0.01460339
1609,-0.014506477
1058,-0.014356682
218,-0.014261297
320,-0.014232627
243,-0.013808244
236,-0.013755932
659,-0.013620905
2675,-0.013595945
1242,-0.013271476
463,-0.012794992
357,-0.012770792
1260,-0.01239731
223,-0.012368838
478,-0.012284405
1824,-0.012204118
356,-0.010756503
296,-0.010263032
3562,-0.00975656
940,-0.009644861
222,-0.009136906
1189,-0.009083868
219,-0.00839644
788,-0.007776409
42574,-0.007468375
227,-0.007390667
2061,-0.006907603
224,-0.006643341
300,-0.006524294
1911,-0.00615276
902,-0.005910842
4484,-0.005727386
243,-0.005577792
9664,-0.005105971
476,-0.005067711
2718,-0.005059982
836,-0.004977244
299,-0.004105119
595,-0.003807207
734,-0.003699589
234,-0.003361901
1764,-0.003100257
1886,-0.002922314
1853,-0.002388658
1123,-0.002342044
5050,-0.002332875
2015,-0.001817925
2299,-0.001714956
336,-0.00069096
1045,-0.000671024
218,-0.000499829
233,-0.000243893
18356,-0.000069002
263,0.000180396
975,0.000398783
927,0.00045521
230,0.000577156
650,0.000911604
338,0.000911604
4552,0.001029895
279,0.001325169
387,0.001408523
18510,0.001476787
216,0.001623854
1048,0.002012602
12359,0.002078614
1419,0.002348152
1188,0.003307356
1491,0.003878121
233,0.004047952
297,0.004149107
1324,0.004281346
350,0.004428087
369,0.004559717
226,0.004655647
2391,0.004981353
332,0.005082132
1072,0.005217
872,0.005234116
631,0.005483102
4353,0.005497301
261,0.005774557
337,0.006047418
853,0.006367461
292,0.006443743
1326,0.006944786
403,0.007115078
521,0.007186519
251,0.007194166
255,0.007397275
427,0.007847291
580,0.008073407
317,0.00831272
574,0.008818331
789,0.009052386
6334,0.009169844
299,0.009272808
230,0.009272808
2328,0.009833095
1579,0.009851049
273,0.010069113
10152,0.010095092
250,0.010142373
801,0.010466967
963,0.010536973
601,0.010574985
1176,0.010788632
297,0.010883114
14595,0.010944017
309,0.011242697
819,0.011290114
1005,0.011435905
348,0.011521683
387,0.01174444
411,0.01223483
1881,0.012300799
2657,0.012332813
295,0.012515254
