64,war iraq,0.109375,0.72998417,-0.62060917
69,cluster bomb,0.246376812,0.72998417,-0.483607358
73,cluster,0.287671233,0.72998417,-0.442312937
56,british govern,0.321428571,0.72998417,-0.408555599
93,oil,0.408602151,0.72998417,-0.321382019
82,go war,0.43902439,0.72998417,-0.29095978
50,billion,0.44,0.72998417,-0.28998417
50,mani us,0.46,0.72998417,-0.26998417
432,bomb,0.481481481,0.72998417,-0.248502689
81,georg,0.481481481,0.72998417,-0.248502689
95,nuclear weapon,0.484210526,0.72998417,-0.245773644
250,bush,0.488,0.72998417,-0.24198417
67,drop,0.492537313,0.72998417,-0.237446857
104,court,0.5,0.72998417,-0.22998417
98,conserv,0.5,0.72998417,-0.22998417
444,american,0.511261261,0.72998417,-0.218722909
74,tell us,0.513513514,0.72998417,-0.216470656
68,authoris,0.514705882,0.72998417,-0.215278288
228,administr,0.51754386,0.72998417,-0.21244031
77,fire,0.519480519,0.72998417,-0.210503651
50,unilater,0.52,0.72998417,-0.20998417
1290,war,0.527131783,0.72998417,-0.202852387
68,hous common,0.529411765,0.72998417,-0.200572405
66,chamber,0.53030303,0.72998417,-0.19968114
81,name,0.530864198,0.72998417,-0.199119972
154,opinion,0.532467532,0.72998417,-0.197516638
213,america,0.544600939,0.72998417,-0.185383231
93,prime minister',0.548387097,0.72998417,-0.181597073
122,weapon inspector,0.549180328,0.72998417,-0.180803842
85,pre-empt,0.552941176,0.72998417,-0.177042994
141,listen,0.553191489,0.72998417,-0.176792681
140,labour,0.557142857,0.72998417,-0.172841313
89,human right,0.561797753,0.72998417,-0.168186417
142,inspect,0.563380282,0.72998417,-0.166603888
60,promis,0.566666667,0.72998417,-0.163317503
97,osama bin laden,0.567010309,0.72998417,-0.162973861
51,friend give way,0.568627451,0.72998417,-0.161356719
56,action iraq,0.571428571,0.72998417,-0.158555599
106,minister',0.575471698,0.72998417,-0.154512472
132,presid bush,0.575757576,0.72998417,-0.154226594
99,osama bin,0.575757576,0.72998417,-0.154226594
99,osama,0.575757576,0.72998417,-0.154226594
59,legitim,0.576271186,0.72998417,-0.153712984
50,hon friend give way,0.58,0.72998417,-0.14998417
55,tackl,0.581818182,0.72998417,-0.148165988
103,send,0.582524272,0.72998417,-0.147459898
60,minut,0.583333333,0.72998417,-0.146650837
272,parti,0.584558824,0.72998417,-0.145425346
65,upon,0.584615385,0.72998417,-0.145368785
212,bin laden,0.58490566,0.72998417,-0.14507851
212,laden,0.58490566,0.72998417,-0.14507851
87,veto,0.586206897,0.72998417,-0.143777273
75,reflect,0.586666667,0.72998417,-0.143317503
114,liber democrat,0.587719298,0.72998417,-0.142264872
102,persuad,0.588235294,0.72998417,-0.141748876
51,faith,0.588235294,0.72998417,-0.141748876
192,told,0.588541667,0.72998417,-0.141442503
56,friend give,0.589285714,0.72998417,-0.140698456
54,mandat,0.592592593,0.72998417,-0.137391577
69,favour,0.594202899,0.72998417,-0.135781271
126,oppos,0.595238095,0.72998417,-0.134746075
124,common,0.596774194,0.72998417,-0.133209976
62,mani hon,0.596774194,0.72998417,-0.133209976
154,parliament,0.597402597,0.72998417,-0.132581573
242,refer,0.599173554,0.72998417,-0.130810616
235,bin,0.6,0.72998417,-0.12998417
130,argu,0.6,0.72998417,-0.12998417
65,fall,0.6,0.72998417,-0.12998417
55,hon friend give,0.6,0.72998417,-0.12998417
369,presid,0.601626016,0.72998417,-0.128358154
113,colleagu,0.601769912,0.72998417,-0.128214258
126,agreement,0.603174603,0.72998417,-0.126809567
164,per cent,0.603658537,0.72998417,-0.126325633
53,treat,0.603773585,0.72998417,-0.126210585
53,consensu,0.603773585,0.72998417,-0.126210585
271,vote,0.605166052,0.72998417,-0.124818118
142,human,0.605633803,0.72998417,-0.124350367
165,cent,0.606060606,0.72998417,-0.123923564
66,worth,0.606060606,0.72998417,-0.123923564
173,per,0.606936416,0.72998417,-0.123047754
56,mani hon member,0.607142857,0.72998417,-0.122841313
219,argument,0.607305936,0.72998417,-0.122678234
51,paus,0.607843137,0.72998417,-0.122141033
105,intent,0.60952381,0.72998417,-0.12046036
82,reduc,0.609756098,0.72998417,-0.120228072
77,regim chang,0.61038961,0.72998417,-0.11959456
95,amend,0.610526316,0.72998417,-0.119457854
108,children,0.611111111,0.72998417,-0.118873059
72,tabl,0.611111111,0.72998417,-0.118873059
335,foreign secretari,0.611940299,0.72998417,-0.118043871
67,courag,0.611940299,0.72998417,-0.118043871
67,british troop,0.611940299,0.72998417,-0.118043871
168,islam,0.613095238,0.72998417,-0.116888932
75,goe,0.613333333,0.72998417,-0.116650837
202,nuclear,0.613861386,0.72998417,-0.116122784
195,seem,0.615384615,0.72998417,-0.114599555
78,hour,0.615384615,0.72998417,-0.114599555
65,deputi,0.615384615,0.72998417,-0.114599555
52,mr speaker,0.615384615,0.72998417,-0.114599555
86,atroc,0.61627907,0.72998417,-0.1137051
102,dossier,0.617647059,0.72998417,-0.112337111
55,15,0.618181818,0.72998417,-0.111802352
105,attempt,0.619047619,0.72998417,-0.110936551
142,moral,0.61971831,0.72998417,-0.11026586
153,share,0.620915033,0.72998417,-0.109069137
74,men women,0.621621622,0.72998417,-0.108362548
82,ignor,0.62195122,0.72998417,-0.10803295
53,parliamentari,0.622641509,0.72998417,-0.107342661
53,invad,0.622641509,0.72998417,-0.107342661
53,extend,0.622641509,0.72998417,-0.107342661
542,foreign,0.623616236,0.72998417,-0.106367934
104,strategi,0.625,0.72998417,-0.10498417
72,bench,0.625,0.72998417,-0.10498417
75,sometim,0.626666667,0.72998417,-0.103317503
209,target,0.626794258,0.72998417,-0.103189912
67,access,0.626865672,0.72998417,-0.103118498
59,foreign polici,0.627118644,0.72998417,-0.102865526
59,felt,0.627118644,0.72998417,-0.102865526
59,outcom,0.627118644,0.72998417,-0.102865526
51,sought,0.62745098,0.72998417,-0.10253319
51,northern allianc,0.62745098,0.72998417,-0.10253319
51,raf,0.62745098,0.72998417,-0.10253319
156,thank,0.628205128,0.72998417,-0.101779042
